mcc,edited_description,irs_description,linked_fi_category,plaid_description
3513,WESTIN HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3514,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3515,RODEWAY INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3516,LA QUINTA MOTOR INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3517,AMERICANA HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3518,SOL HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3519,PULLMAN INTERNATIONAL HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3520,MERIDIEN HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3521,CREST HOTELS (see FORTE HOTELS),Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3522,TOKYO HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3523,PENNSULA HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3524,WELCOMGROUP HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3525,DUNFEY HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3526,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3527,DOWNTOWNER-PASSPORT HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3528,"RED LION HOTELS, RED LION INNS",Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3529,CP HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3530,"RENAISSANCE HOTELS, STOUFFER HOTELS",Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3531,ASTIR HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3532,SUN ROUTE HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3533,HOTEL IBIS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3534,SOUTHERN PACIFIC HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3535,HILTON INTERNATIONAL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3536,AMFAC HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3537,ANA HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3538,CONCORDE HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3539,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3540,IBEROTEL HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3541,HOTEL OKURA,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3542,ROYAL HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3543,FOUR SEASONS HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3544,CIGA HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3545,SHANGRI-LA INTERNATIONAL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3546,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3547,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3548,HOTELES MELIA,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3549,AUBERGE DES GOVERNEURS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3550,REGAL 8 INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3551,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3552,COAST HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3553,PARK INNS INTERNATIONAL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3554,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3555,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3556,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3557,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3558,JOLLY HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3559,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3560,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3561,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3562,COMFORT INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3563,JOURNEY'S END MOTLS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3564,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3565,RELAX INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3566,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3567,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3568,LADBROKE HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3569,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3570,FORUM HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3571,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3572,MIYAKO HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3573,SANDMAN HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3574,VENTURE INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3575,VAGABOND HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3576,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3577,MANDARIN ORIENTAL HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3578,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3579,HOTEL MERCURE,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3580,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3581,DELTA HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3582,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3583,SAS HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3584,PRINCESS HOTELS INTERNATIONAL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3585,HUNGAR HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3586,SOKOS HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3587,DORAL HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3588,HELMSLEY HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3589,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3590,FAIRMONT HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3591,SONESTA HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3592,OMNI HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3593,CUNARD HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3594,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3595,HOSPITALITY INTERNATIONAL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3596,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3597,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3598,REGENT INTERNATIONAL HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3599,PANNONIA HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3600,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3601,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3602,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3603,NOAH'S HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3604,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3605,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3606,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3607,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3608,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3609,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3610,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3611,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3612,MOVENPICK HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3613,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3614,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3615,TRAVELODGE,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3616,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3617,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3618,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3619,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3620,TELFORD INTERNATIONAL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3621,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3622,MERLIN HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3623,DORINT HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3624,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3625,HOTLE UNIVERSALE,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3626,PRINCE HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3627,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3628,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3629,DAN HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3630,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3631,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3632,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3633,RANK HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3634,SWISSOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3635,RESO HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3636,SAROVA HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3637,"RAMADA INNS, RAMADA LIMITED",Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3638,"HO JO INN, HOWARD JOHNSON",Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3639,MOUNT CHARLOTTE THISTLE,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3640,HYATT HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3641,SOFITEL HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3642,NOVOTEL HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3643,STEIGENBERGER HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3644,ECONO LODGES,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3645,QUEENS MOAT HOUSES,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3646,SWALLOW HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3647,HUSA HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3648,DE VERE HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3649,RADISSON HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3650,RED ROOK INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3651,IMPERIAL LONDON HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3652,EMBASSY HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3653,PENTA HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3654,LOEWS HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3655,SCANDIC HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3656,SARA HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3657,OBEROI HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3658,OTANI HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3659,TAJ HOTELS INTERNATIONAL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3660,KNIGHTS INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3661,METROPOLE HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3662,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3663,HOTELES EL PRESIDENTS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3664,FLAG INN,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3665,HAMPTON INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3666,STAKIS HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3667,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3668,MARITIM HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3669,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3670,ARCARD HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3671,ARCTIA HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3672,CAMPANIEL HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3673,IBUSZ HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3674,RANTASIPI HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3675,INTERHOTEL CEDOK,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3676,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3677,CLIMAT DE FRANCE HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3678,CUMULUS HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3679,DANUBIUS HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3680,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3681,ADAMS MARK HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3682,ALLSTAR INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3683,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3684,BUDGET HOST INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3685,BUDGETEL HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3686,SUISSE CHALETS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3687,CLARION HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3688,COMPRI HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3689,CONSORT HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3690,COURTYARD BY MARRIOTT,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3691,DILLION INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3692,DOUBLETREE HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3693,DRURY INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3694,ECONOMY INNS OF AMERICA,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3695,EMBASSY SUITES,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3696,EXEL INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3697,FARFIELD HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3698,HARLEY HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3699,MIDWAY MOTOR LODGE,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3700,MOTEL 6,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3701,GUEST QUARTERS (Formally PICKETT SUITE HOTELS),Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3702,THE REGISTRY HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3703,RESIDENCE INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3704,ROYCE HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3705,SANDMAN INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3706,SHILO INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3707,SHONEY'S INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3708,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3709,SUPER8 MOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3710,THE RITZ CARLTON HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3711,FLAG INNS (AUSRALIA),Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3712,GOLDEN CHAIN HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3713,QUALITY PACIFIC HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3714,FOUR SEASONS HOTEL (AUSTRALIA),Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3715,FARIFIELD INN,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3716,CARLTON HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3717,CITY LODGE HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3718,KAROS HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3719,PROTEA HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3720,SOUTHERN SUN HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3721,HILTON CONRAD,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3722,WYNDHAM HOTEL AND RESORTS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3723,RICA HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3724,INER NOR HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3725,SEAINES PLANATION,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3726,RIO SUITES,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3727,BROADMOOR HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3728,BALLY'S HOTEL AND CASINO,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3729,JOHN ASCUAGA'S NUGGET,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3730,MGM GRAND HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3731,HARRAH'S HOTELS AND CASINOS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3732,OPRYLAND HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3733,BOCA RATON RESORT,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3734,HARVEY/BRISTOL HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3735,Hotels/Motels/Inns/Resorts,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3736,COLORADO BELLE/EDGEWATER RESORT,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3737,RIVIERA HOTEL AND CASINO,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3738,TROPICANA RESORT AND CASINO,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3739,WOODSIDE HOTELS AND RESORTS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3740,TOWNPLACE SUITES,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3741,MILLENIUM BROADWAY HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3742,CLUB MED,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3743,BILTMORE HOTEL AND SUITES,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3744,CAREFREE RESORTS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3745,ST. REGIS HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3746,THE ELIOT HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3747,CLUBCORP/CLUB RESORTS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3748,WELESLEY INNS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3749,THE BEVERLY HILLS HOTEL,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3750,CROWNE PLAZA HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3751,HOMEWOOD SUITES,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3752,PEABODY HOTELS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3753,GREENBRIAH RESORTS,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3754,AMELIA ISLAND PLANATION,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
3755,THE HOMESTEAD,Hotels/Motels/Inns/Resorts,22012003,Travel: Lodging: Hotels and Motels
